date,hour,station,line,pax_TOTAL
2024-03-01,13,Uruguay,B,977
2024-03-01,13,Varela,E,111
2024-03-01,13,Venezuela,H,414
2024-03-01,14,Acoyte,A,566
2024-03-01,14,Angel Gallardo,B,676
2024-03-01,14,Avenida La Plata,E,225
2024-03-01,14,Avenida de Mayo,C,391
2024-03-01,14,Boedo,E,213
2024-03-01,14,Bolivar,E,803
2024-03-01,14,Callao.B,B,872
2024-03-01,14,Carabobo,A,372
2024-03-01,14,Carlos Gardel,B,677
2024-03-01,14,Carlos Pellegrini,B,1068
2024-03-01,14,Caseros,H,426
2024-03-01,14,Castro Barros,A,455
2024-03-01,14,Catalinas,E,151
2024-03-01,14,Catedral,D,1
2024-03-01,14,Congreso,A,1
2024-03-01,14,Constitucion,C,2447
2024-03-01,14,Cordoba,H,527
2024-03-01,14,Correo Central,E,400
2024-03-01,14,Corrientes,H,261
2024-03-01,14,Diagonal Norte,C,308
2024-03-01,14,Dorrego,B,553
2024-03-01,14,Echeverria,B,237
2024-03-01,14,Emilio Mitre,E,163
2024-03-01,14,Entre Rios,E,194
2024-03-01,14,Facultad de Derecho,H,179
2024-03-01,14,Federico Lacroze,B,1042
2024-03-01,14,Flores,A,476
2024-03-01,14,Florida,B,1070
2024-03-01,14,General Belgrano,E,344
2024-03-01,14,General San Martin,C,219
2024-03-01,14,Hospitales,H,493
2024-03-01,14,Humberto I,H,313
2024-03-01,14,Inclan,H,242
2024-03-01,14,Independencia,C,256
2024-03-01,14,Independencia.H,E,265
2024-03-01,14,Jose Maria Moreno,E,185
2024-03-01,14,Jujuy,E,156
2024-03-01,14,Las Heras,H,482
2024-03-01,14,Lavalle,C,349
2024-03-01,14,Leandro N. Alem,B,833
2024-03-01,14,Loria,A,371
2024-03-01,14,Los Incas,B,344
2024-03-01,14,Malabia,B,764
2024-03-01,14,Mariano Moreno,C,312
2024-03-01,14,Medalla Milagrosa,E,80
2024-03-01,14,Medrano,B,881
2024-03-01,14,Once,H,1098
2024-03-01,14,Pasteur,B,776
2024-03-01,14,Patricios,H,475
2024-03-01,14,Peru,A,1
2024-03-01,14,Pichincha,E,99
2024-03-01,14,Plaza Miserere,A,703
2024-03-01,14,Plaza de Mayo,A,1
2024-03-01,14,Primera Junta,A,477
2024-03-01,14,Puan,A,214
2024-03-01,14,Pueyrredon,B,825
2024-03-01,14,Pueyrredon.D,D,2
2024-03-01,14,Pza. de los Virreyes,E,339
2024-03-01,14,Retiro,C,1648
2024-03-01,14,Retiro E,E,282
2024-03-01,14,Rio de Janeiro,A,430
2024-03-01,14,Rosas,B,1002
2024-03-01,14,San Jose,E,119
2024-03-01,14,San Juan,C,145
2024-03-01,14,San Pedrito,A,1028
2024-03-01,14,Santa Fe,H,851
2024-03-01,14,Tronador,B,298
2024-03-01,14,Urquiza,E,157
2024-03-01,14,Uruguay,B,1064
2024-03-01,14,Varela,E,91
2024-03-01,14,Venezuela,H,295
2024-03-01,15,Acoyte,A,530
2024-03-01,15,Angel Gallardo,B,619
2024-03-01,15,Avenida La Plata,E,233
2024-03-01,15,Avenida de Mayo,C,540
2024-03-01,15,Boedo,E,256
2024-03-01,15,Bolivar,E,1308
2024-03-01,15,Callao.B,B,821
2024-03-01,15,Carabobo,A,367
2024-03-01,15,Carlos Gardel,B,602
2024-03-01,15,Carlos Pellegrini,B,1139
2024-03-01,15,Caseros,H,380
2024-03-01,15,Castro Barros,A,455
2024-03-01,15,Catalinas,E,216
2024-03-01,15,Congreso de Tucuman,D,1
2024-03-01,15,Constitucion,C,2326
2024-03-01,15,Cordoba,H,566
2024-03-01,15,Correo Central,E,490
2024-03-01,15,Corrientes,H,444
2024-03-01,15,Diagonal Norte,C,643
2024-03-01,15,Dorrego,B,466
2024-03-01,15,Echeverria,B,236
2024-03-01,15,Emilio Mitre,E,164
2024-03-01,15,Entre Rios,E,236
2024-03-01,15,Facultad de Derecho,H,216
2024-03-01,15,Federico Lacroze,B,1095
2024-03-01,15,Flores,A,413
2024-03-01,15,Florida,B,1269
2024-03-01,15,General Belgrano,E,472
2024-03-01,15,General San Martin,C,342
2024-03-01,15,Hospitales,H,469
2024-03-01,15,Humberto I,H,277
2024-03-01,15,Inclan,H,298
2024-03-01,15,Independencia,C,283
2024-03-01,15,Independencia.H,E,267
2024-03-01,15,Jose Hernandez,D,1
2024-03-01,15,Jose Maria Moreno,E,184
2024-03-01,15,Jujuy,E,166
2024-03-01,15,Las Heras,H,504
2024-03-01,15,Lavalle,C,595
2024-03-01,15,Leandro N. Alem,B,872
2024-03-01,15,Lima,A,1
2024-03-01,15,Loria,A,363
2024-03-01,15,Los Incas,B,356
2024-03-01,15,Malabia,B,730
2024-03-01,15,Mariano Moreno,C,436
2024-03-01,15,Medalla Milagrosa,E,78
2024-03-01,15,Medrano,B,687
2024-03-01,15,Once,H,1055
2024-03-01,15,Pasteur,B,758
2024-03-01,15,Patricios,H,409
2024-03-01,15,Pichincha,E,118
2024-03-01,15,Plaza Miserere,A,817
2024-03-01,15,Plaza de Mayo,A,2
2024-03-01,15,Primera Junta,A,473
2024-03-01,15,Puan,A,265
2024-03-01,15,Pueyrredon,B,722
2024-03-01,15,Pza. de los Virreyes,E,304
2024-03-01,15,Retiro,C,1967
2024-03-01,15,Retiro E,E,356
2024-03-01,15,Rio de Janeiro,A,396
2024-03-01,15,Rosas,B,959
2024-03-01,15,San Jose,E,136
2024-03-01,15,San Juan,C,156
2024-03-01,15,San Pedrito,A,963
2024-03-01,15,Santa Fe,H,918
2024-03-01,15,Tronador,B,289
2024-03-01,15,Urquiza,E,186
2024-03-01,15,Uruguay,B,937
2024-03-01,15,Varela,E,93
2024-03-01,15,Venezuela,H,322
2024-03-01,16,Acoyte,A,638
2024-03-01,16,Angel Gallardo,B,9
2024-03-01,16,Avenida La Plata,E,289
2024-03-01,16,Avenida de Mayo,C,649
2024-03-01,16,Boedo,E,287
2024-03-01,16,Bolivar,E,1660
2024-03-01,16,Callao.B,B,11
2024-03-01,16,Carabobo,A,459
2024-03-01,16,Carlos Gardel,B,44
2024-03-01,16,Carlos Pellegrini,B,389
2024-03-01,16,Caseros,H,448
2024-03-01,16,Castro Barros,A,525
2024-03-01,16,Catalinas,E,274
2024-03-01,16,Constitucion,C,2383
2024-03-01,16,Cordoba,H,735
2024-03-01,16,Correo Central,E,562
2024-03-01,16,Corrientes,H,440
2024-03-01,16,Diagonal Norte,C,746
2024-03-01,16,Dorrego,B,46
2024-03-01,16,Echeverria,B,195
2024-03-01,16,Emilio Mitre,E,160
2024-03-01,16,Entre Rios,E,305
2024-03-01,16,Facultad de Derecho,H,279
2024-03-01,16,Federico Lacroze,B,557
2024-03-01,16,Flores,A,593
2024-03-01,16,Florida,B,60
2024-03-01,16,General Belgrano,E,704
2024-03-01,16,General San Martin,C,505
2024-03-01,16,Hospitales,H,433
2024-03-01,16,Humberto I,H,348
2024-03-01,16,Inclan,H,409
2024-03-01,16,Independencia,C,358
2024-03-01,16,Independencia.H,E,254
2024-03-01,16,Jose Maria Moreno,E,228
2024-03-01,16,Jujuy,E,223
2024-03-01,16,Las Heras,H,338
2024-03-01,16,Lavalle,C,866
2024-03-01,16,Leandro N. Alem,B,60
2024-03-01,16,Loria,A,426
2024-03-01,16,Los Incas,B,322
2024-03-01,16,Mariano Moreno,C,550
2024-03-01,16,Medalla Milagrosa,E,111
2024-03-01,16,Medrano,B,1
2024-03-01,16,Once,H,1166
2024-03-01,16,Pasco,A,1
2024-03-01,16,Pasteur,B,1
2024-03-01,16,Patricios,H,555
2024-03-01,16,Peru,A,2
2024-03-01,16,Pichincha,E,163
2024-03-01,16,Piedras,A,1
2024-03-01,16,Plaza Italia,D,1
2024-03-01,16,Plaza Miserere,A,864
2024-03-01,16,Plaza de Mayo,A,1
2024-03-01,16,Primera Junta,A,459
2024-03-01,16,Puan,A,351
2024-03-01,16,Pueyrredon,B,105
2024-03-01,16,Pueyrredon.D,D,4
2024-03-01,16,Pza. de los Virreyes,E,298
2024-03-01,16,Retiro,C,2743
2024-03-01,16,Retiro E,E,389
2024-03-01,16,Rio de Janeiro,A,514
2024-03-01,16,Rosas,B,845
2024-03-01,16,Saenz Pena ,A,1
2024-03-01,16,San Jose,E,168
2024-03-01,16,San Juan,C,204
2024-03-01,16,San Pedrito,A,1318
2024-03-01,16,Santa Fe,H,1058
2024-03-01,16,Tronador,B,236
2024-03-01,16,Urquiza,E,302
2024-03-01,16,Varela,E,103
2024-03-01,16,Venezuela,H,334
2024-03-01,17,Acoyte,A,624
2024-03-01,17,Angel Gallardo,B,656
2024-03-01,17,Avenida La Plata,E,340
2024-03-01,17,Avenida de Mayo,C,582
2024-03-01,17,Boedo,E,295
2024-03-01,17,Bolivar,E,2122
2024-03-01,17,Callao.B,B,742
2024-03-01,17,Carabobo,A,456
2024-03-01,17,Carlos Gardel,B,816
2024-03-01,17,Carlos Pellegrini,B,1474
2024-03-01,17,Caseros,H,408
2024-03-01,17,Castro Barros,A,534
2024-03-01,17,Catalinas,E,434
2024-03-01,17,Congreso,A,1
2024-03-01,17,Constitucion,C,2538
2024-03-01,17,Cordoba,H,718
2024-03-01,17,Correo Central,E,629
2024-03-01,17,Corrientes,H,594
2024-03-01,17,Diagonal Norte,C,714
2024-03-01,17,Dorrego,B,867
2024-03-01,17,Echeverria,B,212
2024-03-01,17,Emilio Mitre,E,216
2024-03-01,17,Entre Rios,E,288
2024-03-01,17,Facultad de Derecho,H,292
2024-03-01,17,Federico Lacroze,B,1281
2024-03-01,17,Flores,A,505
2024-03-01,17,Florida,B,1951
2024-03-01,17,General Belgrano,E,771
2024-03-01,17,General San Martin,C,549
2024-03-01,17,Hospitales,H,434
2024-03-01,17,Humberto I,H,368
2024-03-01,17,Inclan,H,345
2024-03-01,17,Independencia,C,365
2024-03-01,17,Independencia.H,E,285
2024-03-01,17,Jose Maria Moreno,E,237
2024-03-01,17,Jujuy,E,226
2024-03-01,17,Las Heras,H,639
2024-03-01,17,Lavalle,C,917
2024-03-01,17,Leandro N. Alem,B,1824
2024-03-01,17,Loria,A,468
2024-03-01,17,Los Incas,B,398
2024-03-01,17,Malabia,B,891
2024-03-01,17,Mariano Moreno,C,553
2024-03-01,17,Medalla Milagrosa,E,115
2024-03-01,17,Medrano,B,891
2024-03-01,17,Ministro Carranza,D,1
2024-03-01,17,Once,H,1194
2024-03-01,17,Pasco,A,1
2024-03-01,17,Pasteur,B,886
2024-03-01,17,Patricios,H,502
2024-03-01,17,Pichincha,E,153
2024-03-01,17,Plaza Italia,D,3
2024-03-01,17,Plaza Miserere,A,1067
2024-03-01,17,Plaza de Mayo,A,3
2024-03-01,17,Primera Junta,A,516
2024-03-01,17,Puan,A,314
2024-03-01,17,Pueyrredon,B,575
2024-03-01,17,Pza. de los Virreyes,E,370
2024-03-01,17,Retiro,C,3658
2024-03-01,17,Retiro E,E,461
2024-03-01,17,Rio de Janeiro,A,498
2024-03-01,17,Rosas,B,1350
2024-03-01,17,Saenz Pena ,A,2
2024-03-01,17,San Jose,E,152
2024-03-01,17,San Juan,C,203
2024-03-01,17,San Pedrito,A,1193
2024-03-01,17,Santa Fe,H,1173
2024-03-01,17,Tronador,B,540
2024-03-01,17,Urquiza,E,194
2024-03-01,17,Uruguay,B,1260
2024-03-01,17,Varela,E,101
2024-03-01,17,Venezuela,H,292
2024-03-01,18,Acoyte,A,568
2024-03-01,18,Aguero,D,1
2024-03-01,18,Angel Gallardo,B,728
2024-03-01,18,Avenida La Plata,E,260
2024-03-01,18,Avenida de Mayo,C,416
2024-03-01,18,Boedo,E,249
2024-03-01,18,Bolivar,E,1185
2024-03-01,18,Bulnes,D,1
2024-03-01,18,Callao.B,B,952
2024-03-01,18,Carabobo,A,449
2024-03-01,18,Carlos Gardel,B,892
2024-03-01,18,Carlos Pellegrini,B,1504
2024-03-01,18,Caseros,H,450
2024-03-01,18,Castro Barros,A,385
2024-03-01,18,Catalinas,E,549
2024-03-01,18,Catedral,D,1
2024-03-01,18,Constitucion,C,2029
2024-03-01,18,Cordoba,H,586
2024-03-01,18,Correo Central,E,772
2024-03-01,18,Corrientes,H,497
2024-03-01,18,Diagonal Norte,C,495
2024-03-01,18,Dorrego,B,683
2024-03-01,18,Echeverria,B,210
2024-03-01,18,Emilio Mitre,E,168
2024-03-01,18,Entre Rios,E,266
2024-03-01,18,Facultad de Derecho,H,391
2024-03-01,18,Federico Lacroze,B,1141
2024-03-01,18,Flores,A,327
2024-03-01,18,Florida,B,1662
2024-03-01,18,General Belgrano,E,695
2024-03-01,18,General San Martin,C,467
2024-03-01,18,Hospitales,H,369
2024-03-01,18,Humberto I,H,360
2024-03-01,18,Inclan,H,277
2024-03-01,18,Independencia,C,294
2024-03-01,18,Independencia.H,E,298
2024-03-01,18,Jose Maria Moreno,E,221
2024-03-01,18,Jujuy,E,159
2024-03-01,18,Las Heras,H,646
2024-03-01,18,Lavalle,C,726
2024-03-01,18,Leandro N. Alem,B,1426
2024-03-01,18,Loria,A,371
2024-03-01,18,Los Incas,B,412
2024-03-01,18,Malabia,B,1066
2024-03-01,18,Mariano Moreno,C,452
2024-03-01,18,Medalla Milagrosa,E,75
2024-03-01,18,Medrano,B,882
2024-03-01,18,Olleros,D,1
2024-03-01,18,Once,H,1242
2024-03-01,18,Pasteur,B,910
2024-03-01,18,Patricios,H,520
2024-03-01,18,Pichincha,E,145
2024-03-01,18,Plaza Italia,D,1
2024-03-01,18,Plaza Miserere,A,870
2024-03-01,18,Plaza de Mayo,A,1
2024-03-01,18,Primera Junta,A,457
2024-03-01,18,Puan,A,276
2024-03-01,18,Pueyrredon,B,818
2024-03-01,18,Pza. de los Virreyes,E,257
2024-03-01,18,Retiro,C,3220
2024-03-01,18,Retiro E,E,470
2024-03-01,18,Rio de Janeiro,A,398
2024-03-01,18,Rosas,B,1060
2024-03-01,18,San Jose,E,138
2024-03-01,18,San Juan,C,172
2024-03-01,18,San Pedrito,A,605
2024-03-01,18,Santa Fe,H,974
2024-03-01,18,Tronador,B,385
2024-03-01,18,Urquiza,E,183
2024-03-01,18,Uruguay,B,1271
2024-03-01,18,Varela,E,102
2024-03-01,18,Venezuela,H,313
2024-03-01,19,Acoyte,A,451
2024-03-01,19,Angel Gallardo,B,650
2024-03-01,19,Avenida La Plata,E,226
2024-03-01,19,Avenida de Mayo,C,282
2024-03-01,19,Boedo,E,190
2024-03-01,19,Bolivar,E,585
2024-03-01,19,Callao.B,B,686
2024-03-01,19,Carabobo,A,352
2024-03-01,19,Carlos Gardel,B,935
2024-03-01,19,Carlos Pellegrini,B,921
2024-03-01,19,Caseros,H,197
2024-03-01,19,Castro Barros,A,310
2024-03-01,19,Catalinas,E,192
2024-03-01,19,Catedral,D,1
2024-03-01,19,Constitucion,C,1474
2024-03-01,19,Cordoba,H,449
2024-03-01,19,Correo Central,E,485
2024-03-01,19,Corrientes,H,229
2024-03-01,19,Diagonal Norte,C,256
2024-03-01,19,Dorrego,B,495
2024-03-01,19,Echeverria,B,190
2024-03-01,19,Emilio Mitre,E,154
2024-03-01,19,Entre Rios,E,212
2024-03-01,19,Facultad de Derecho,H,272
2024-03-01,19,Federico Lacroze,B,900
2024-03-01,19,Flores,A,327
2024-03-01,19,Florida,B,955
2024-03-01,19,General Belgrano,E,320
2024-03-01,19,General San Martin,C,280
2024-03-01,19,Hospitales,H,231
2024-03-01,19,Humberto I,H,258
2024-03-01,19,Inclan,H,199
2024-03-01,19,Independencia,C,237
2024-03-01,19,Independencia.H,E,231
2024-03-01,19,Jose Maria Moreno,E,198
2024-03-01,19,Jujuy,E,133
2024-03-01,19,Las Heras,H,600
2024-03-01,19,Lavalle,C,398
2024-03-01,19,Leandro N. Alem,B,712
2024-03-01,19,Loria,A,253
2024-03-01,19,Los Incas,B,332
2024-03-01,19,Malabia,B,749
2024-03-01,19,Mariano Moreno,C,220
2024-03-01,19,Medalla Milagrosa,E,72
2024-03-01,19,Medrano,B,777
2024-03-01,19,Ministro Carranza,D,2
2024-03-01,19,Once,H,797
2024-03-01,19,Pasteur,B,514
2024-03-01,19,Patricios,H,303
2024-03-01,19,Pichincha,E,131
2024-03-01,19,Plaza Miserere,A,578
2024-03-01,19,Primera Junta,A,416
2024-03-01,19,Puan,A,233
2024-03-01,19,Pueyrredon,B,529
2024-03-01,19,Pza. de los Virreyes,E,167
2024-03-01,19,Retiro,C,1903
2024-03-01,19,Retiro E,E,288
2024-03-01,19,Rio de Janeiro,A,312
2024-03-01,19,Rosas,B,840
2024-03-01,19,San Jose,E,136
2024-03-01,19,San Juan,C,186
2024-03-01,19,San Pedrito,A,397
2024-03-01,19,Santa Fe,H,823
2024-03-01,19,Tronador,B,300
2024-03-01,19,Urquiza,E,165
2024-03-01,19,Uruguay,B,738
2024-03-01,19,Varela,E,75
2024-03-01,19,Venezuela,H,260
2024-03-01,20,Acoyte,A,408
2024-03-01,20,Angel Gallardo,B,536
2024-03-01,20,Avenida La Plata,E,220
2024-03-01,20,Avenida de Mayo,C,240
2024-03-01,20,Boedo,E,171
2024-03-01,20,Bolivar,E,382
2024-03-01,20,Callao.B,B,657
2024-03-01,20,Carabobo,A,248
2024-03-01,20,Carlos Gardel,B,839
2024-03-01,20,Carlos Pellegrini,B,852
2024-03-01,20,Caseros,H,180
2024-03-01,20,Castro Barros,A,277
2024-03-01,20,Catalinas,E,154
2024-03-01,20,Congreso,A,2
2024-03-01,20,Constitucion,C,1369
2024-03-01,20,Cordoba,H,358
2024-03-01,20,Correo Central,E,309
2024-03-01,20,Corrientes,H,160
2024-03-01,20,Diagonal Norte,C,238
2024-03-01,20,Dorrego,B,378
2024-03-01,20,Echeverria,B,148
2024-03-01,20,Emilio Mitre,E,150
2024-03-01,20,Entre Rios,E,162
2024-03-01,20,Facultad de Derecho,H,280
2024-03-01,20,Federico Lacroze,B,645
2024-03-01,20,Flores,A,173
2024-03-01,20,Florida,B,695
2024-03-01,20,General Belgrano,E,262
2024-03-01,20,General San Martin,C,187
2024-03-01,20,Hospitales,H,188
2024-03-01,20,Humberto I,H,185
2024-03-01,20,Inclan,H,153
2024-03-01,20,Independencia,C,201
2024-03-01,20,Independencia.H,E,187
2024-03-01,20,Jose Maria Moreno,E,138
2024-03-01,20,Jujuy,E,113
2024-03-01,20,Las Heras,H,331
2024-03-01,20,Lavalle,C,349
2024-03-01,20,Leandro N. Alem,B,526
2024-03-01,20,Loria,A,205
2024-03-01,20,Los Incas,B,263
2024-03-01,20,Malabia,B,639
2024-03-01,20,Mariano Moreno,C,187
2024-03-01,20,Medalla Milagrosa,E,63
2024-03-01,20,Medrano,B,580
2024-03-01,20,Once,H,467
2024-03-01,20,Pasteur,B,354
2024-03-01,20,Patricios,H,271
2024-03-01,20,Pichincha,E,103
2024-03-01,20,Plaza Miserere,A,273
2024-03-01,20,Plaza de Mayo,A,1
2024-03-01,20,Primera Junta,A,366
2024-03-01,20,Puan,A,126
2024-03-01,20,Pueyrredon,B,268
2024-03-01,20,Pza. de los Virreyes,E,174
2024-03-01,20,Retiro,C,1348
2024-03-01,20,Retiro E,E,178
2024-03-01,20,Rio de Janeiro,A,217
2024-03-01,20,Rosas,B,797
2024-03-01,20,San Jose,E,73
2024-03-01,20,San Juan,C,129
2024-03-01,20,San Pedrito,A,263
2024-03-01,20,Santa Fe,H,774
2024-03-01,20,Tronador,B,201
2024-03-01,20,Urquiza,E,108
2024-03-01,20,Uruguay,B,575
2024-03-01,20,Varela,E,51
2024-03-01,20,Venezuela,H,235
2024-03-01,21,Acoyte,A,237
2024-03-01,21,Angel Gallardo,B,359
2024-03-01,21,Avenida La Plata,E,84
2024-03-01,21,Avenida de Mayo,C,172
2024-03-01,21,Boedo,E,121
2024-03-01,21,Bolivar,E,187
2024-03-01,21,Callao.B,B,458
2024-03-01,21,Carabobo,A,113
2024-03-01,21,Carlos Gardel,B,568
2024-03-01,21,Carlos Pellegrini,B,589
2024-03-01,21,Caseros,H,111
2024-03-01,21,Castro Barros,A,171
2024-03-01,21,Catalinas,E,72
2024-03-01,21,Constitucion,C,660
2024-03-01,21,Cordoba,H,212
2024-03-01,21,Correo Central,E,386
2024-03-01,21,Corrientes,H,75
2024-03-01,21,Diagonal Norte,C,179
2024-03-01,21,Dorrego,B,232
2024-03-01,21,Echeverria,B,79
2024-03-01,21,Emilio Mitre,E,82
2024-03-01,21,Entre Rios,E,108
2024-03-01,21,Facultad de Derecho,H,116
2024-03-01,21,Federico Lacroze,B,410
2024-03-01,21,Flores,A,91
2024-03-01,21,Florida,B,288
2024-03-01,21,General Belgrano,E,113
2024-03-01,21,General San Martin,C,117
2024-03-01,21,Hospitales,H,117
2024-03-01,21,Humberto I,H,94
2024-03-01,21,Inclan,H,84
2024-03-01,21,Independencia,C,110
2024-03-01,21,Independencia.H,E,131
2024-03-01,21,Jose Maria Moreno,E,83
2024-03-01,21,Jujuy,E,68
2024-03-01,21,Las Heras,H,254
2024-03-01,21,Lavalle,C,184
2024-03-01,21,Leandro N. Alem,B,389
2024-03-01,21,Loria,A,143
2024-03-01,21,Los Incas,B,153
2024-03-01,21,Malabia,B,320
2024-03-01,21,Mariano Moreno,C,75
2024-03-01,21,Medalla Milagrosa,E,36
2024-03-01,21,Medrano,B,428
2024-03-01,21,Once,H,294
2024-03-01,21,Pasteur,B,217
2024-03-01,21,Patricios,H,170
2024-03-01,21,Pichincha,E,51
2024-03-01,21,Plaza Miserere,A,197
2024-03-01,21,Plaza de Mayo,A,1
2024-03-01,21,Primera Junta,A,195
2024-03-01,21,Puan,A,87
2024-03-01,21,Pueyrredon,B,135
2024-03-01,21,Pza. de los Virreyes,E,69
2024-03-01,21,Retiro,C,773
2024-03-01,21,Retiro E,E,108
2024-03-01,21,Rio de Janeiro,A,172
2024-03-01,21,Rosas,B,409
2024-03-01,21,San Jose,E,85
2024-03-01,21,San Juan,C,90
2024-03-01,21,San Pedrito,A,158
2024-03-01,21,Santa Fe,H,396
2024-03-01,21,Tronador,B,129
2024-03-01,21,Urquiza,E,45
2024-03-01,21,Uruguay,B,359
2024-03-01,21,Varela,E,29
2024-03-01,21,Venezuela,H,126
2024-03-01,22,Acoyte,A,113
2024-03-01,22,Alberti,A,1
2024-03-01,22,Angel Gallardo,B,177
2024-03-01,22,Avenida La Plata,E,69
2024-03-01,22,Avenida de Mayo,C,127
2024-03-01,22,Boedo,E,53
2024-03-01,22,Bolivar,E,110
2024-03-01,22,Callao.B,B,260
2024-03-01,22,Carabobo,A,53
2024-03-01,22,Carlos Gardel,B,579
2024-03-01,22,Carlos Pellegrini,B,420
2024-03-01,22,Caseros,H,62
2024-03-01,22,Castro Barros,A,95
2024-03-01,22,Catalinas,E,38
2024-03-01,22,Catedral,D,1
2024-03-01,22,Congreso,A,1
2024-03-01,22,Constitucion,C,320
2024-03-01,22,Cordoba,H,98
2024-03-01,22,Correo Central,E,80
2024-03-01,22,Corrientes,H,56
2024-03-01,22,Diagonal Norte,C,77
2024-03-01,22,Dorrego,B,146
2024-03-01,22,Echeverria,B,59
2024-03-01,22,Emilio Mitre,E,43
2024-03-01,22,Entre Rios,E,75
2024-03-01,22,Facultad de Derecho,H,31
2024-03-01,22,Federico Lacroze,B,204
2024-03-01,22,Flores,A,68
2024-03-01,22,Florida,B,107
2024-03-01,22,General Belgrano,E,69
2024-03-01,22,General San Martin,C,37
2024-03-01,22,Hospitales,H,57
2024-03-01,22,Humberto I,H,78
2024-03-01,22,Inclan,H,55
2024-03-01,22,Independencia,C,81
2024-03-01,22,Independencia.H,E,79
2024-03-01,22,Jose Maria Moreno,E,50
2024-03-01,22,Jujuy,E,46
2024-03-01,22,Las Heras,H,154
2024-03-01,22,Lavalle,C,76
2024-03-01,22,Leandro N. Alem,B,183
2024-03-01,22,Lima,A,5
2024-03-01,22,Loria,A,66
2024-03-01,22,Los Incas,B,65
2024-03-01,22,Malabia,B,205
2024-03-01,22,Mariano Moreno,C,34
2024-03-01,22,Medalla Milagrosa,E,23
2024-03-01,22,Medrano,B,243
2024-03-01,22,Ministro Carranza,D,2
2024-03-01,22,Once,H,154
2024-03-01,22,Pasteur,B,106
2024-03-01,22,Patricios,H,113
2024-03-01,22,Pichincha,E,45
2024-03-01,22,Plaza Miserere,A,145
2024-03-01,22,Plaza de Mayo,A,2
2024-03-01,22,Primera Junta,A,110
2024-03-01,22,Puan,A,44
2024-03-01,22,Pueyrredon,B,83
2024-03-01,22,Pza. de los Virreyes,E,38
2024-03-01,22,Retiro,C,392
2024-03-01,22,Retiro E,E,55
2024-03-01,22,Rio de Janeiro,A,70
2024-03-01,22,Rosas,B,249
2024-03-01,22,San Jose,E,27
2024-03-01,22,San Juan,C,47
2024-03-01,22,San Pedrito,A,87
2024-03-01,22,Santa Fe,H,194
2024-03-01,22,Tronador,B,74
2024-03-01,22,Urquiza,E,42
2024-03-01,22,Uruguay,B,370
2024-03-01,22,Varela,E,18
2024-03-01,22,Venezuela,H,73
2024-03-01,23,Acoyte,A,17
2024-03-01,23,Aguero,D,1
2024-03-01,23,Angel Gallardo,B,23
2024-03-01,23,Avenida La Plata,E,5
2024-03-01,23,Avenida de Mayo,C,15
2024-03-01,23,Boedo,E,7
2024-03-01,23,Bolivar,E,15
2024-03-01,23,Callao.B,B,54
2024-03-01,23,Carabobo,A,3
2024-03-01,23,Carlos Gardel,B,63
2024-03-01,23,Carlos Pellegrini,B,71
2024-03-01,23,Caseros,H,18
2024-03-01,23,Castro Barros,A,15
2024-03-01,23,Catalinas,E,18
2024-03-01,23,Constitucion,C,68
2024-03-01,23,Cordoba,H,35
2024-03-01,23,Correo Central,E,16
2024-03-01,23,Corrientes,H,12
2024-03-01,23,Diagonal Norte,C,3
2024-03-01,23,Dorrego,B,10
2024-03-01,23,Echeverria,B,1
2024-03-01,23,Entre Rios,E,20
2024-03-01,23,Facultad de Derecho,H,18
2024-03-01,23,Federico Lacroze,B,27
2024-03-01,23,Flores,A,4
2024-03-01,23,Florida,B,29
2024-03-01,23,General Belgrano,E,5
2024-03-01,23,General San Martin,C,8
2024-03-01,23,Hospitales,H,6
2024-03-01,23,Humberto I,H,33
2024-03-01,23,Inclan,H,15
2024-03-01,23,Independencia,C,9
2024-03-01,23,Independencia.H,E,6
2024-03-01,23,Jose Maria Moreno,E,4
2024-03-01,23,Jujuy,E,13
2024-03-01,23,Las Heras,H,17
2024-03-01,23,Lavalle,C,2
2024-03-01,23,Leandro N. Alem,B,45
2024-03-01,23,Lima,A,1
2024-03-01,23,Loria,A,31
2024-03-01,23,Los Incas,B,1
2024-03-01,23,Malabia,B,37
2024-03-01,23,Medrano,B,35
2024-03-01,23,Ministro Carranza,D,1
2024-03-01,23,Once,H,56
2024-03-01,23,Pasteur,B,14
2024-03-01,23,Patricios,H,31
2024-03-01,23,Pichincha,E,3
2024-03-01,23,Plaza Miserere,A,53
2024-03-01,23,Plaza de Mayo,A,3
2024-03-01,23,Primera Junta,A,11
2024-03-01,23,Puan,A,3
2024-03-01,23,Pueyrredon,B,17
2024-03-01,23,Retiro,C,25
2024-03-01,23,Retiro E,E,9
2024-03-01,23,Rio de Janeiro,A,8
2024-03-01,23,Rosas,B,1
2024-03-01,23,San Jose,E,4
2024-03-01,23,San Juan,C,3
2024-03-01,23,San Pedrito,A,1
2024-03-01,23,Santa Fe,H,30
2024-03-01,23,Tronador,B,4
2024-03-01,23,Urquiza,E,3
2024-03-01,23,Uruguay,B,103
2024-03-01,23,Venezuela,H,26
2024-03-02,5,Acoyte,A,3
2024-03-02,5,Angel Gallardo,B,1
2024-03-02,5,Avenida La Plata,E,3
2024-03-02,5,Avenida de Mayo,C,1
2024-03-02,5,Boedo,E,1
2024-03-02,5,Bolivar,E,5
2024-03-02,5,Callao.B,B,5
2024-03-02,5,Carlos Gardel,B,10
